,sport,school,coach
1304,baseball,Perspectives Leadership/Technology,Taylor Major
1305,baseball,Plano,Nate Hill
1306,baseball,Pontiac,Mike Stoecklin
1307,baseball,Pritzker,Andrew Wetmore
1308,baseball,Prosser,Eduardo Lopez
1309,baseball,Quincy Notre Dame,Ryan Oden
1310,baseball,Rantoul,Eric Gerdes
1311,baseball,Rauner,Orlando Quintana
1312,baseball,Rich Central,Corey Stallings sr
1313,baseball,Rich East,Matt Reihel
1314,baseball,Rich South,Nick Ochoa
1315,baseball,Richland County,Brandis Grove
1316,baseball,Richmond-Burton,Mike Giese
1317,baseball,Richwoods,Doug Goessman
1318,baseball,Ridgewood,Vince Fanelli
1319,baseball,Riverside-Brookfield,Dallas Till
1320,baseball,Rochelle,Jarrod Reynolds
1321,baseball,Rochester,Matt Carlson
1322,baseball,Rock Falls,donnie chappell
1323,baseball,Salem,Brian Lipe
1324,baseball,Sandwich,Derek Avery
1325,baseball,Senn,Joseph Lev
1326,baseball,Solorio,Scott Whitcomb
1327,baseball,South Shore International,Ralph Peterson
1328,baseball,Springfield,Jim Steinwart
1329,baseball,Springfield Southeast,Brad Leininger
1330,baseball,St. Francis,Nick Hall
1331,baseball,St. Laurence,Pete Lotus
1332,baseball,St. Patrick,Dan Kusinski
1333,baseball,Sterling,Nick Pepper
1334,baseball,Stillman Valley,Scott Wilhite
1335,baseball,Sycamore,Jason Cavanaugh
1336,baseball,Taylorville,Brian Sample
1337,baseball,Tinley Park,Josh O'Shea
1338,baseball,Triad,Jesse Bugger
1339,baseball,UIC College Prep,William Sisco
1340,baseball,Urbana,Roger Rudicil
1341,baseball,Vernon Hills,jason Czarnecki
1342,baseball,Washington,Kyle Wisher
1343,baseball,Waterloo,Mark Vogel
1344,baseball,Wauconda,Bill Sliker
1345,baseball,Wheaton Academy,Brad Byrne
1346,baseball,Woodstock,Matt Prill
1347,baseball,Addison Trail,Mike Kennedy
1348,baseball,Andrew,Dave Dehaan
1349,baseball,Argo,Greg Kolke
1350,baseball,Aurora East,Jerry Taulbee
1351,baseball,Barrington,Pat Wire
1352,baseball,Bartlett,Chris Baum
1353,baseball,Batavia,Alex Beckmann
1354,baseball,Belleville East,Ryan Wiggs
1355,baseball,Belleville West,Todd Baltz
1356,baseball,Belvidere North,Jody Flynn
1357,baseball,Bloom,Erich Stockwell
1358,baseball,Blue Island Eisenhower,Ryan Gorney
1359,baseball,Bolingbrook,Scott Thyer
1360,baseball,Bradley-Bourbonnais,Brad Schweigert
1361,baseball,Brother Rice,John McCarthy
1362,baseball,Buffalo Grove,Bill Montemayor
1363,baseball,Cary-Grove,Ryan Passaglia
1364,baseball,Chicago Mt. Carmel,Brian Hurry
1365,baseball,Chicago Washington,Vincent Rokos
1366,baseball,Cicero Morton,Michael Casey
1367,baseball,Collinsville,Pete Trapp
1368,baseball,Conant,Derek Fivelson
1369,baseball,Crete-Monee,Matthew Mueller
1370,baseball,Crystal Lake Central,Dan Badyley
1371,baseball,Crystal Lake South,Brian Bogda
1372,baseball,Curie,David Coronado
1373,baseball,Danville,Geoff Desmond
1374,baseball,Deerfield,Kevin Marsh
1375,baseball,DeKalb,Dedric Wright
1376,baseball,Downers Grove North,Kyle Briscoe
1377,baseball,Downers Grove South,Darren Orel
1378,baseball,Dundee-Crown,Matthew Mueller
1379,baseball,East Moline United,Dan Erickson
1380,baseball,Edwardsville,Tim Funkhouser
1381,baseball,Elk Grove,Steven Lesniak
1382,baseball,Evanston,Frank Consiglio
1383,baseball,Foreman,Paul Grazzini
1384,baseball,Fremd,Chris Piggott
1385,baseball,Geneva,Brad Wendell
1386,baseball,Glenbard East,Joel Pelland
1387,baseball,Glenbard North,RICH SMELKO
1388,baseball,Glenbard West,Andy Schultz
1389,baseball,Glenbrook North,Dominic Savino
1390,baseball,Glenbrook South,Steve Stanicek
1391,baseball,Granite City,Scott Smallie
1392,baseball,Grant Community,David Behm
1393,baseball,Grayslake North,Brett Hill
1394,baseball,Guilford,Adam Lewis
1395,baseball,Harlem,Scott McCloy
1396,baseball,Hersey,Walter Brownley
1397,baseball,Highland Park,Jason Newburger
1398,baseball,Hinsdale Central,Jason Ziemer
1399,baseball,Hinsdale South,Paul Hoel
1400,baseball,Hoffman Estates,Chuck Abbott
1401,baseball,Hononegah,Coach Simpson
1402,baseball,Hubbard,Patrick OHara
1403,baseball,Huntley,Andy Jakubowski
1404,baseball,Jacobs,Jamie Murray
1405,baseball,Jefferson,Cyrus Wimberly
1406,baseball,Joliet Central,Kevin Fitzgerald
1407,baseball,Joliet West,John Karczewski
1408,baseball,Jones,Dave Rosene
1409,baseball,Juarez,Leonard Casa
1410,baseball,Kelly,Hector Hernandez
1411,baseball,Kennedy,Mario Silva
1412,baseball,Kenwood,Romey Bracey
1413,baseball,Lake Forest,Ray Del Fava
1414,baseball,Lake Park,Dan Colucci
1415,baseball,Lake View,W. Andrew Poole
1416,baseball,Lake Zurich,Scott De Caprio
1417,baseball,Larkin,Matt Esterino
1418,baseball,Libertyville,Matt Thompson
1419,baseball,Lincoln Park,Jake VanDyke
1420,baseball,Lincoln-Way Central,Mitch Nowicki
1421,baseball,Lincoln-Way East,Eric Brauer
1422,baseball,Lincoln-Way North,Mitch Nowicki
1423,baseball,Lockport,Andy Satunas
1424,baseball,Loyola Academy,Chris Ackels
1425,baseball,Lyons,Kevin Diete
1426,baseball,Maine East,Ronald Clark
1427,baseball,Maine South,Brian Lorenz
1428,baseball,Maine West,Mike Randazzo
1429,baseball,Marian Catholic,Tony DeCarlo
1430,baseball,Marist,Kevin Sefcik
1431,baseball,Marmion,Frank Chapman
1432,baseball,Mather,Jeff Frcka
1433,baseball,McHenry,Brian Rockweiler
1434,baseball,Metea Valley,Steve Colombe
1435,baseball,Minooka,Jeff Petrovic
1436,baseball,Moline,Craig Schimmel
1437,baseball,Mundelein,Randy Lerner
1438,baseball,Naperville Central,Mike Stock
1439,baseball,Naperville North,Carl Hunckler
1440,baseball,Neuqua Valley,james thornton
1441,baseball,New Trier,Mike Napoleon
1442,baseball,Niles North,Dan Casey
1443,baseball,Niles Notre Dame,Dean Cademartori
1444,baseball,Niles West,Garry Gustafson
1445,baseball,Normal Community,Ryan Short
1446,baseball,Normal West,Chris Hawkins
1447,baseball,Oak Lawn,Brian Clifto
1448,baseball,Oak Park-River Forest,Joe Parenti
1449,baseball,O'Fallon,Joe Bauer
1450,baseball,Oswego,Joe Giarrante
1451,baseball,Oswego East,Matt Engelhardt
1452,baseball,Palatine,Paul Belo
1453,baseball,Pekin,Larry Davis
1454,baseball,Plainfield Central,John Rosner
1455,baseball,Plainfield East,Adam O'Reel
1456,baseball,Plainfield North,John Darlington
1457,baseball,Plainfield South,Phil Bodine
1458,baseball,Prairie Ridge,Glen Pecoraro
1459,baseball,Prospect,Ross Giusti
1460,baseball,Providence Catholic,Mark Smith
1461,baseball,Proviso East,Glen Lid
1462,baseball,Proviso West,Travis Cox
1463,baseball,Quincy,Brandon Crisp
1464,baseball,Reavis,Don Erickson
1465,baseball,Richards,Brian Wujcik
1466,baseball,Rock Island,Jake Scudder
1467,baseball,Rockford East,Chris Luttig
1468,baseball,Rolling Meadows,Matt Rice
1469,baseball,Romeoville,Michael Skroch
1470,baseball,Roosevelt,Bob Pasternak
1471,baseball,Round Lake,Ed Adamson
1472,baseball,Saint Ignatius College Prep,Sean Mason
1473,baseball,Saint Viator,Mike Manno
1474,baseball,Sandburg,Jim Morsovillo
1475,baseball,Schaumburg,Cal Seely
1476,baseball,Schurz,Daniel Sotelo Jr
1477,baseball,Shepard,Frank DiFoggio
1478,baseball,Simeon,Dennis Butler
1479,baseball,St. Charles East,Len Asquini
1480,baseball,St. Charles North,Todd Genke
1481,baseball,St. Rita,john nee
1482,baseball,Stagg,Matt O'Neill
1483,baseball,Steinmetz College Prep,RENATO ROLDAN
1484,baseball,Stevenson,Nick Skala
1485,baseball,Streamwood,Daniel Jennings
1486,baseball,Taft,Rich Pildes
1487,baseball,Thornton,Nicholas Tarala
1488,baseball,Thornton Fractional North,Anthony Pignatiello
1489,baseball,Thornton Fractional South,Marc Brewe
1490,baseball,Thornwood,Marcus Rodgers
1491,baseball,Von Steuben,Michael Cott
1492,baseball,Waubonsie Valley,Bryan Acevedo
1493,baseball,Waukegan,Shane Hogan
1494,baseball,West Chicago,TJ Nall
1495,baseball,Wheaton North,Dan Schoessling
1496,baseball,Wheaton-Warrenville South,John Scherrman
1497,baseball,Wheeling,Jason Wieder
1498,baseball,Whitney Young,chris cassidy
1499,baseball,Willowbrook,Vic Wisner
1500,baseball,York,Dave Kalal
1501,baseball,Yorkville,Scott Luken
1502,baseball,Charleston,Derrick Landrus
1503,baseball,Effingham,Curran McNeely
1504,baseball,Lincoln,August Casson
1505,baseball,Mahomet-Seymour,Nic DiFilippo
1506,baseball,Mattoon,Mark Jackley
1507,baseball,Mt. Zion,Matt Smith
1508,baseball,Byron,Dale Hartman
1509,baseball,Dixon,Jason Burgess
1510,baseball,Genoa-Kingston,Roger Butler
1511,baseball,Lutheran,Neal Bertram
1512,baseball,Mendota,Aaron Sester
1513,baseball,North Boone,Ryan Kelley
1514,baseball,Oregon,Brandon Meyer
1515,baseball,Rock Falls,donnie chappell
1516,baseball,Rockford Christian,Austin Licon
1517,baseball,Stillman Valley,Scott Wilhite
1518,baseball,21st Century Charter,Jean Yves JeanMardy
1519,baseball,Argos,Frank Severa
1520,baseball,Attica,Kyle Neal
1521,baseball,Barr-Reeve,Joe Rademacher
1522,baseball,Bethany Christian,Jim Kraft
1523,baseball,Bethesda Christian,Tom Stevens
1524,baseball,Bloomfield,Jarrod Holtsclaw
1525,baseball,Blue River Valley,Jake Isenbarger
1526,baseball,Borden,Eric Stotts
1527,baseball,Caston,Blake Mollenkopf
1528,baseball,Christian Academy,Matthew Sexton
1529,baseball,Clay City,Kyler Rhodes
1530,baseball,Clinton Central,Ian Parslow
1531,baseball,Clinton Prairie,Matthew Scott
